variant,image_path,image_name,true_class_name,predicted_class_name,correct,top1_class_name,top1_probability,runner_up_class_name,runner_up_probability,top1_top2_margin,true_class_probability,mask_path,color_mask_path
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass779.jpg,overpass779.jpg,overpass,overpass,1,overpass,0.9598857760429382,freeway,0.0154022686183452,0.9444835074245931,0.9598857760429382,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass779_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass779_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/freeway/freeway767.jpg,freeway767.jpg,freeway,freeway,1,freeway,0.9609270691871644,overpass,0.0160231869667768,0.9449038822203876,0.9609270691871644,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/freeway/freeway767_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/freeway/freeway767_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway760.jpg,railway760.jpg,railway,railway,1,railway,0.960269033908844,bridge,0.0149360336363315,0.9453330002725125,0.960269033908844,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/railway/railway760_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/railway/railway760_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass790.jpg,overpass790.jpg,overpass,overpass,1,overpass,0.9596784710884094,freeway,0.0142879551276564,0.9453905159607531,0.9596784710884094,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass790_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass790_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass777.jpg,overpass777.jpg,overpass,overpass,1,overpass,0.9605693817138672,freeway,0.014671741053462,0.9458976406604052,0.9605693817138672,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass777_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass777_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/freeway/freeway734.jpg,freeway734.jpg,freeway,freeway,1,freeway,0.96083801984787,overpass,0.0147754196077585,0.9460626002401115,0.96083801984787,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/freeway/freeway734_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/freeway/freeway734_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/freeway/freeway766.jpg,freeway766.jpg,freeway,freeway,1,freeway,0.9616332650184632,overpass,0.0154634257778525,0.9461698392406107,0.9616332650184632,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/freeway/freeway766_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/freeway/freeway766_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway762.jpg,railway762.jpg,railway,railway,1,railway,0.9607285261154176,bridge,0.0145090371370315,0.9462194889783861,0.9607285261154176,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/railway/railway762_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/railway/railway762_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass739.jpg,overpass739.jpg,overpass,overpass,1,overpass,0.9601990580558776,bridge,0.0139490589499473,0.9462499991059303,0.9601990580558776,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass739_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass739_color_mask.png
onnx_fp32,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass719.jpg,overpass719.jpg,overpass,overpass,1,overpass,0.9610714316368104,freeway,0.0147044258192181,0.9463670058175924,0.9610714316368104,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass719_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_fp32/overpass/overpass719_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway701.jpg,railway701.jpg,railway,railway,1,railway,0.5784226655960083,freeway,0.2454022467136383,0.33302041888237,0.5784226655960083,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway701_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway701_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway710.jpg,railway710.jpg,railway,railway,1,railway,0.8218968510627747,bridge,0.1225588619709014,0.6993379890918733,0.8218968510627747,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway710_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway710_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway714.jpg,railway714.jpg,railway,railway,1,railway,0.8090643882751465,overpass,0.1042163074016571,0.7048480808734894,0.8090643882751465,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway714_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway714_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/bridge/bridge751.jpg,bridge751.jpg,bridge,bridge,1,bridge,0.8452185988426208,overpass,0.1287000179290771,0.7165185809135437,0.8452185988426208,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge751_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge751_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass798.jpg,overpass798.jpg,overpass,overpass,1,overpass,0.907658576965332,freeway,0.0394098795950412,0.8682486973702909,0.907658576965332,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass798_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass798_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway760.jpg,railway760.jpg,railway,railway,1,railway,0.9199153780937196,bridge,0.0399420596659183,0.8799733184278012,0.9199153780937196,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway760_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway760_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway795.jpg,railway795.jpg,railway,railway,1,railway,0.9272162318229676,freeway,0.0319860316812992,0.8952302001416684,0.9272162318229676,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway795_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway795_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass703.jpg,overpass703.jpg,overpass,overpass,1,overpass,0.9391357898712158,freeway,0.0359681658446788,0.903167624026537,0.9391357898712158,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass703_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass703_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass797.jpg,overpass797.jpg,overpass,overpass,1,overpass,0.9369109869003296,railway,0.0285091903060674,0.9084017965942622,0.9369109869003296,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass797_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass797_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway793.jpg,railway793.jpg,railway,railway,1,railway,0.9386002421379088,freeway,0.0257250778377056,0.9128751643002032,0.9386002421379088,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway793_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway793_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/freeway/freeway764.jpg,freeway764.jpg,freeway,freeway,1,freeway,0.9446871280670166,overpass,0.0287458095699548,0.9159413184970618,0.9446871280670166,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/freeway/freeway764_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/freeway/freeway764_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway790.jpg,railway790.jpg,railway,railway,1,railway,0.9435096979141236,freeway,0.0237844958901405,0.9197252020239831,0.9435096979141236,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway790_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway790_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/bridge/bridge732.jpg,bridge732.jpg,bridge,bridge,1,bridge,0.9412650465965272,railway,0.0213721878826618,0.9198928587138654,0.9412650465965272,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge732_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge732_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/bridge/bridge722.jpg,bridge722.jpg,bridge,bridge,1,bridge,0.9413291811943054,railway,0.0209313053637743,0.9203978758305311,0.9413291811943054,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge722_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge722_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway752.jpg,railway752.jpg,railway,railway,1,railway,0.94188791513443,freeway,0.0213863272219896,0.9205015879124404,0.94188791513443,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway752_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway752_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/railway/railway770.jpg,railway770.jpg,railway,railway,1,railway,0.9447913765907288,bridge,0.0228412151336669,0.9219501614570619,0.9447913765907288,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway770_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/railway/railway770_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/overpass/overpass758.jpg,overpass758.jpg,overpass,overpass,1,overpass,0.9474595785140992,railway,0.0238840654492378,0.9235755130648614,0.9474595785140992,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass758_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/overpass/overpass758_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/bridge/bridge731.jpg,bridge731.jpg,bridge,bridge,1,bridge,0.9445990324020386,railway,0.0205693356692791,0.9240296967327595,0.9445990324020386,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge731_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge731_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/bridge/bridge702.jpg,bridge702.jpg,bridge,bridge,1,bridge,0.9451957941055298,railway,0.0205823257565498,0.92461346834898,0.9451957941055298,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge702_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/bridge/bridge702_color_mask.png
onnx_int8_qdq,/home/lucas/CSC3109_Project_qat/data/val 12/freeway/freeway798.jpg,freeway798.jpg,freeway,freeway,1,freeway,0.9448501467704772,railway,0.020149003714323,0.9247011430561541,0.9448501467704772,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/freeway/freeway798_mask.png,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_unseen_val12_masks_fullcalib_minmax_20260616/onnx_int8_qdq/freeway/freeway798_color_mask.png
